order_id,order_date,customer_id,customer_type,region,sales_channel,product,category,quantity,unit_price,unit_cost,discount_pct,shipping_cost,payment_method,status
10196,2026-01-21,C1031,B2C,SK-East,Sales Rep,Keyboard,Accessories,5.0,1917.0,979.0,,472.0,Card,Cancelled
10197,2026-04-21,C1223,B2B,CZ-East,Partner,Monitor 27,Electronics,7.0,8138.0,4698.0,0.0,111.0,Bank Transfer,Completed
10198,2026-06-30,C1086,B2C,CZ-Central,Sales Rep,Executive Chair,Furniture,3.0,11404.0,7446.0,0.0,395.0,Invoice,Completed
10199,2026-06-16,C1288,B2B,SK-West,Sales Rep,Mouse,Accessories,4.0,1150.0,523.0,0.2,166.0,Bank Transfer,Completed
10200,2026-02-16,C1180,B2B,SK-West,Partner,Webcam,Accessories,1.0,2432.0,1300.0,0.0,222.0,Bank Transfer,Cancelled
10201,2026-03-05,C1231,B2C,CZ-West,Sales Rep,Bookshelf,Furniture,2.0,5057.0,3638.0,0.05,218.0,Card,Cancelled
10202,2026-03-09,C1225,B2B,SK-East,Sales Rep,Desk 180,Furniture,4.0,13851.0,8672.0,0.0,245.0,Bank Transfer,Cancelled
10203,2026-01-11,C1224,B2B,CZ-Central,Sales Rep,Paper Shredder,Office,3.0,3170.0,1795.0,0.1,345.0,Bank Transfer,Completed
10204,2026-06-17,C1032,B2C,CZ-Central,Partner,Bookshelf,Furniture,2.0,5016.0,3529.0,0.2,251.0,Invoice,Completed
10205,2026-04-10,C1134,B2B,CZ-Central,Partner,Laptop Air 13,Electronics,1.0,22241.0,17072.0,0.15,239.0,Bank Transfer,Completed
10206,2026-02-25,C1087,B2B,,Online,Monitor 27,Electronics,7.0,7960.0,5079.0,0.0,405.0,Card,Completed
10207,2026-01-15,C1296,B2B,SK-West,Online,Mouse,Accessories,1.0,1174.0,522.0,0.15,246.0,Bank Transfer,Completed
10208,2026-03-06,C1050,B2B,CZ-West,Online,Paper Shredder,Office,5.0,3159.0,1790.0,0.0,448.0,Bank Transfer,Returned
10209,2026-02-24,C1046,B2C,SK-East,Partner,Bookshelf,Furniture,3.0,6096.0,3571.0,0.0,414.0,Card,Cancelled
10210,2026-02-13,C1295,B2C,CZ-Central,Online,Bookshelf,Furniture,3.0,5900.0,3392.0,0.15,228.0,Bank Transfer,Completed
10211,2026-05-11,C1183,,SK-West,Sales Rep,Keyboard,Accessories,4.0,1782.0,983.0,0.1,211.0,Card,Returned
10212,2026-01-11,C1231,B2B,SK-East,Partner,Docking Station,Accessories,3.0,3893.0,2791.0,0.0,713.0,Bank Transfer,Completed
10213,2026-06-09,C1141,B2C,CZ-East,Sales Rep,Laptop Pro 14,Electronics,7.0,31858.0,22358.0,0.15,131.0,Bank Transfer,Cancelled
10214,2026-01-26,C1167,B2B,SK-East,Partner,Bookshelf,Furniture,1.0,5632.0,3159.0,0.15,416.0,Bank Transfer,Completed
10215,2026-02-07,C1065,B2C,SK-West,Partner,Executive Chair,Furniture,3.0,10716.0,7598.0,0.0,278.0,Card,Completed
10216,2026-07-24,C1118,B2C,CZ-Central,Sales Rep,Executive Chair,Furniture,2.0,11498.0,7465.0,0.05,382.0,Card,Returned
10217,2026-02-18,C1271,B2C,CZ-Central,Partner,Monitor 27,Electronics,2.0,7900.0,5208.0,0.15,47.0,Card,Completed
10218,2026-05-24,C1102,B2C,SK-West,Partner,Monitor 34,Electronics,2.0,13515.0,10060.0,0.2,388.0,Bank Transfer,Cancelled
10219,2026-02-12,C1158,B2B,SK-East,Partner,Keyboard,Accessories,3.0,1800.0,1006.0,0.0,538.0,Invoice,Completed
10220,2026-07-21,C1172,B2C,CZ-East,Sales Rep,Bookshelf,Furniture,2.0,5225.0,3558.0,0.05,332.0,Invoice,Returned
10221,2026-03-12,C1099,B2B,CZ-Central,Online,Printer,Office,3.0,6905.0,4865.0,0.15,137.0,Invoice,Cancelled
10222,2026-02-07,C1206,B2B,CZ-West,Online,Executive Chair,Furniture,1.0,12372.0,7405.0,0.05,278.0,Invoice,Completed
10223,2026-01-05,C1254,,CZ-West,Sales Rep,Printer,Office,1.0,7063.0,4437.0,0.0,168.0,Invoice,Completed
10224,2026-01-27,C1269,B2B,SK-East,Sales Rep,Paper Shredder,Office,1.0,3160.0,1952.0,0.05,353.0,Card,Returned
10225,2026-05-06,C1285,B2C,CZ-Central,Partner,Monitor 27,Electronics,7.0,7033.0,5352.0,0.0,520.0,Card,Completed
10226,2026-04-12,C1189,B2C,CZ-East,Partner,Mouse,Accessories,5.0,1107.0,478.0,0.05,171.0,Card,Returned
10227,2026-01-22,C1142,B2C,CZ-East,Online,Laptop Pro 14,Electronics,7.0,26929.0,19554.0,0.0,239.0,Bank Transfer,Completed
10228,2026-01-30,C1091,B2C,CZ-East,Partner,Monitor 27,Electronics,6.0,7637.0,5423.0,0.15,302.0,Bank Transfer,Completed
10229,2026-06-10,C1291,B2B,SK-East,Online,Paper Shredder,Office,6.0,3284.0,1841.0,0.05,397.0,Bank Transfer,Cancelled
10230,2026-04-12,C1210,B2C,CZ-West,Partner,Desk 140,Furniture,3.0,9448.0,6023.0,0.1,167.0,Bank Transfer,Completed
10231,2026-04-18,C1093,B2B,CZ-Central,Partner,Desk 180,Furniture,4.0,12449.0,8538.0,0.0,423.0,Bank Transfer,Completed
10232,2026-04-20,C1235,B2B,CZ-East,Sales Rep,Webcam,Accessories,6.0,2206.0,1383.0,0.0,157.0,Bank Transfer,Cancelled
10233,2026-02-24,C1207,B2C,CZ-Central,Online,Laptop Air 13,Electronics,1.0,19035.0,16151.0,0.0,215.0,Card,Completed
10234,2026-06-08,C1095,B2C,CZ-West,Sales Rep,Office Chair,Furniture,6.0,6291.0,3623.0,0.15,350.0,Invoice,Cancelled
10235,2026-05-17,C1034,B2B,SK-West,Online,Monitor 34,Electronics,2.0,14037.0,9549.0,0.0,287.0,Card,Completed
10236,2026-04-06,C1127,B2B,SK-West,Sales Rep,Keyboard,Accessories,1.0,1851.0,1011.0,0.05,277.0,Card,Completed
10237,2026-05-17,C1032,B2C,SK-East,Online,Keyboard,Accessories,6.0,1925.0,1042.0,0.0,344.0,Bank Transfer,Cancelled
10238,2026-02-13,C1221,B2B,CZ-West,Partner,Office Chair,Furniture,5.0,6092.0,3931.0,0.0,207.0,Invoice,Cancelled
10239,2026-01-05,C1180,B2B,SK-East,Partner,Keyboard,Accessories,7.0,1910.0,995.0,0.1,307.0,Invoice,Returned
10240,2026-03-18,C1057,B2B,CZ-West,Sales Rep,Laptop Pro 14,Electronics,4.0,29653.0,21616.0,0.0,477.0,Card,Cancelled
10241,2026-03-10,C1143,B2C,CZ-East,Online,Office Chair,Furniture,1.0,6861.0,4003.0,0.0,342.0,Card,Completed
10242,2026-01-02,C1217,B2C,CZ-West,Sales Rep,Docking Station,Accessories,7.0,4204.0,2615.0,0.0,310.0,Card,Completed
10243,2026-06-29,C1116,B2B,CZ-West,Sales Rep,Docking Station,Accessories,7.0,4080.0,2841.0,0.0,412.0,Bank Transfer,Completed
10244,2026-05-31,C1120,B2B,CZ-Central,Partner,Monitor 34,Electronics,5.0,14731.0,9410.0,0.0,449.0,Bank Transfer,Completed
10245,2026-03-17,C1255,B2C,CZ-West,Sales Rep,Desk 140,Furniture,1.0,9253.0,6221.0,0.15,163.0,Bank Transfer,Completed
10246,2026-07-20,C1045,B2C,CZ-East,Partner,Laptop Air 13,Electronics,2.0,22382.0,16783.0,0.2,67.0,Invoice,Cancelled
10247,2026-03-13,C1048,B2B,CZ-West,Online,Office Chair,Furniture,4.0,6341.0,3852.0,0.0,455.0,Invoice,Completed
10248,2026-02-24,C1081,B2B,SK-East,Sales Rep,Monitor 34,Electronics,1.0,12727.0,9025.0,0.0,328.0,Bank Transfer,Completed
10249,2026-03-13,C1098,B2C,SK-East,Sales Rep,Webcam,Accessories,3.0,2459.0,1320.0,0.0,342.0,Invoice,Completed
10250,2026-06-17,C1143,B2C,CZ-West,Sales Rep,Office Chair,Furniture,4.0,5966.0,3973.0,0.1,408.0,Card,Returned
10251,2026-06-19,C1092,B2B,CZ-West,Online,Desk 180,Furniture,6.0,12277.0,8256.0,0.2,356.0,Bank Transfer,Completed
10252,2026-05-21,C1225,B2B,SK-East,Sales Rep,Laptop Pro 14,Electronics,6.0,28012.0,22599.0,0.15,208.0,Invoice,Completed
10253,2026-04-05,C1079,B2C,SK-East,Partner,Desk 140,Furniture,4.0,9161.0,6037.0,0.15,,Bank Transfer,Returned
10254,2026-06-05,C1230,B2B,SK-West,Sales Rep,Keyboard,Accessories,4.0,1808.0,983.0,0.05,347.0,Bank Transfer,Completed
10255,2026-06-23,C1077,B2B,CZ-West,Partner,Office Chair,Furniture,7.0,7070.0,3841.0,0.2,208.0,Bank Transfer,Completed
10256,2026-02-17,C1105,B2C,CZ-Central,Partner,Monitor 27,Electronics,6.0,8497.0,5180.0,0.15,699.0,Card,Completed
10257,2026-05-06,C1244,B2B,CZ-West,Sales Rep,Mouse,Accessories,2.0,1076.0,523.0,0.0,422.0,Invoice,Completed
10258,2026-02-24,C1141,B2B,SK-West,Online,Paper Shredder,Office,2.0,3264.0,1838.0,0.1,216.0,Invoice,Cancelled
10259,2026-04-06,C1261,B2C,SK-East,Sales Rep,Bookshelf,Furniture,3.0,5813.0,3585.0,0.0,714.0,Invoice,Completed
10260,2026-03-10,C1257,B2B,CZ-East,Partner,Keyboard,Accessories,3.0,1777.0,968.0,0.0,367.0,Bank Transfer,Completed
10261,2026-01-09,C1196,B2C,SK-West,Sales Rep,Executive Chair,Furniture,1.0,13414.0,7671.0,0.0,180.0,Invoice,Completed
10262,2026-06-28,C1140,B2B,CZ-East,Online,Monitor 27,Electronics,3.0,8853.0,5314.0,0.0,190.0,Bank Transfer,Completed
10263,2026-02-11,C1078,B2C,SK-West,Online,Monitor 27,Electronics,5.0,7907.0,5155.0,0.0,244.0,Bank Transfer,Completed
10264,2026-02-25,C1213,B2B,SK-East,Partner,Executive Chair,Furniture,7.0,11690.0,7461.0,0.1,406.0,Bank Transfer,Cancelled
10265,2026-04-07,C1027,B2B,SK-West,Partner,Printer,Office,1.0,6541.0,4703.0,0.1,306.0,Invoice,Completed
10266,2026-07-14,C1029,B2C,SK-West,Online,,Furniture,5.0,8946.0,5906.0,0.15,353.0,Card,Cancelled
10267,2026-05-17,C1126,B2C,,Sales Rep,Bookshelf,Furniture,4.0,5238.0,3320.0,0.1,191.0,Invoice,Returned
10268,2026-01-18,C1064,B2B,SK-West,Online,Bookshelf,Furniture,2.0,5498.0,3672.0,0.1,125.0,Invoice,Completed
10269,2026-06-02,C1012,B2B,CZ-East,Online,Laptop Air 13,Electronics,5.0,21828.0,17165.0,0.35,308.0,Bank Transfer,Cancelled
10270,2026-01-20,C1185,B2C,SK-East,Online,Docking Station,Accessories,3.0,4284.0,2727.0,0.05,397.0,Bank Transfer,Completed
10271,2026-02-07,C1105,B2C,SK-East,Partner,Laptop Pro 14,Electronics,6.0,30269.0,21921.0,0.1,62.0,Card,Cancelled
10272,2026-01-06,C1036,B2B,CZ-West,Sales Rep,Laptop Air 13,Electronics,3.0,23094.0,16483.0,0.2,141.0,Bank Transfer,Completed
10273,2026-05-02,C1113,B2B,SK-East,Partner,Printer,Office,2.0,7357.0,4752.0,,371.0,Bank Transfer,Completed
10274,2026-05-18,C1002,B2C,CZ-West,Online,Executive Chair,Furniture,1.0,12219.0,7947.0,,260.0,Invoice,Cancelled
10275,2026-06-25,C1026,B2B,CZ-East,Partner,Desk 180,Furniture,1.0,12663.0,8725.0,0.15,0.0,Bank Transfer,Completed
10276,2026-07-06,C1283,B2B,CZ-Central,Sales Rep,Bookshelf,Furniture,4.0,5604.0,3681.0,0.0,436.0,Card,Cancelled
10277,2026-05-20,C1205,B2B,,Sales Rep,Laptop Air 13,Electronics,7.0,21521.0,16666.0,0.0,282.0,Card,Returned
10278,2026-06-10,C1172,B2B,CZ-East,Partner,Keyboard,Accessories,,1628.0,1000.0,0.15,526.0,Invoice,Cancelled
10279,2026-02-19,C1045,B2B,CZ-West,Sales Rep,Laptop Air 13,Electronics,4.0,21856.0,16078.0,0.1,707.0,Invoice,Completed
10280,2026-06-28,C1059,B2C,SK-East,Online,Laptop Air 13,Electronics,5.0,21650.0,15052.0,0.0,434.0,,Completed
10281,2026-01-27,C1166,B2B,SK-East,Online,Office Chair,Furniture,3.0,6442.0,3997.0,0.1,348.0,Card,Completed
10282,2026-06-06,C1149,B2B,CZ-West,Sales Rep,Executive Chair,Furniture,3.0,12763.0,8078.0,0.1,180.0,Invoice,Completed
10283,2026-01-23,C1071,B2B,CZ-West,Partner,Mouse,Accessories,3.0,1074.0,502.0,0.2,166.0,Invoice,Cancelled
10284,2026-02-02,C1078,B2C,CZ-West,Partner,Laptop Air 13,Electronics,7.0,18695.0,16731.0,0.1,326.0,Invoice,Returned
10285,2026-05-04,C1096,B2B,CZ-East,Partner,Paper Shredder,Office,4.0,,1853.0,0.05,414.0,Invoice,Completed
10286,2026-04-15,C1017,B2B,CZ-East,Sales Rep,Webcam,Accessories,2.0,2161.0,1316.0,0.05,158.0,Invoice,Completed
10287,2026-05-03,C1197,B2C,,Online,Bookshelf,Furniture,3.0,5929.0,3539.0,0.1,199.0,Card,Cancelled
10288,2026-07-25,C1004,B2C,SK-East,Partner,Office Chair,Furniture,7.0,6001.0,3759.0,0.05,82.0,Bank Transfer,Completed
10289,2026-05-05,C1101,B2B,CZ-Central,Online,Webcam,Accessories,3.0,2489.0,1179.0,0.1,281.0,,Returned
10290,2026-03-20,C1283,B2B,CZ-Central,Sales Rep,Monitor 27,Electronics,2.0,8899.0,5080.0,0.05,575.0,Card,Returned
10291,2026-03-22,C1231,B2C,SK-East,Partner,Printer,Office,6.0,6503.0,4515.0,0.0,459.0,Invoice,Completed
10292,2026-07-28,C1188,B2C,SK-West,Partner,Office Chair,Furniture,4.0,6475.0,4028.0,0.05,267.0,Bank Transfer,Returned
10293,2026-02-28,C1015,B2C,CZ-East,Partner,Desk 180,Furniture,6.0,13319.0,8605.0,0.05,333.0,Bank Transfer,Cancelled
10294,2026-02-23,C1274,B2C,SK-East,Online,,Electronics,1.0,20245.0,15539.0,0.0,154.0,Bank Transfer,Completed
10295,2026-04-29,C1110,B2B,SK-East,Partner,Mouse,Accessories,6.0,1101.0,510.0,0.0,366.0,Invoice,Completed
10296,2026-04-24,C1272,B2C,CZ-West,Partner,Desk 140,Furniture,5.0,9013.0,6286.0,0.0,574.0,Card,Completed
10297,2026-01-03,C1152,B2B,SK-East,Sales Rep,Keyboard,Accessories,6.0,1912.0,1013.0,0.0,320.0,Card,Completed
10298,2026-07-16,C1097,B2B,CZ-East,Partner,Keyboard,Accessories,3.0,2024.0,1067.0,0.05,13.0,Invoice,Completed
10299,2026-02-25,C1139,B2B,CZ-East,Partner,Monitor 34,Electronics,2.0,14304.0,10277.0,0.1,533.0,Bank Transfer,Completed
10300,2026-04-11,C1197,B2C,SK-West,Partner,Mouse,Accessories,1.0,1213.0,524.0,0.2,337.0,Bank Transfer,Returned
10301,2026-04-25,C1185,B2B,CZ-West,Online,Mouse,Accessories,2.0,1086.0,557.0,0.0,396.0,Invoice,Completed
10302,2026-06-01,C1060,B2B,CZ-West,Sales Rep,Laptop Air 13,Electronics,2.0,21808.0,16156.0,0.0,244.0,Invoice,Returned
10303,2026-07-07,C1195,B2C,SK-East,Sales Rep,Desk 140,Furniture,6.0,9458.0,5889.0,0.0,406.0,Invoice,Completed
10304,2026-06-25,C1138,B2C,SK-East,Online,Docking Station,Accessories,5.0,4398.0,2695.0,0.0,276.0,Invoice,Completed
10305,2026-03-15,C1265,B2B,CZ-East,Online,Laptop Pro 14,Electronics,3.0,28148.0,19615.0,0.1,267.0,Card,Completed
10306,2026-04-28,C1175,B2C,SK-East,Sales Rep,Printer,Office,,7049.0,4709.0,0.2,556.0,Card,Completed
10307,2026-04-28,C1102,B2C,SK-East,Sales Rep,Desk 180,Furniture,3.0,13263.0,9709.0,0.0,526.0,Bank Transfer,Returned
10308,2026-02-08,C1213,B2C,SK-East,Partner,Office Chair,Furniture,4.0,5841.0,4098.0,0.15,181.0,Invoice,Completed
10309,2026-07-01,C1087,B2B,SK-East,Online,Keyboard,Accessories,2.0,1909.0,1035.0,0.1,407.0,Invoice,Completed
10310,2026-02-19,C1122,B2C,CZ-East,Online,Docking Station,Accessories,6.0,3795.0,2611.0,0.15,360.0,Invoice,Completed
10311,2026-06-26,C1118,B2B,SK-East,Sales Rep,Keyboard,Accessories,5.0,1923.0,1026.0,0.05,181.0,Card,Returned
10312,2026-03-23,C1092,B2C,CZ-Central,Sales Rep,Executive Chair,Furniture,4.0,12488.0,7417.0,0.0,60.0,Card,Completed
10313,2026-06-21,C1223,B2B,CZ-East,Sales Rep,Bookshelf,Furniture,5.0,5370.0,3404.0,0.15,350.0,Card,Returned
10314,2026-03-17,C1116,B2B,CZ-West,Partner,Bookshelf,Furniture,2.0,5326.0,3494.0,0.05,182.0,Card,Cancelled
10315,2026-07-03,C1049,B2C,SK-West,Partner,Office Chair,Furniture,2.0,6649.0,3849.0,0.0,,Bank Transfer,Completed
10316,2026-06-03,C1105,B2B,,Sales Rep,Mouse,Accessories,6.0,1037.0,550.0,0.15,550.0,Invoice,Cancelled
10317,2026-02-21,C1074,B2C,SK-East,Sales Rep,Laptop Air 13,Electronics,3.0,22114.0,17244.0,0.0,317.0,Card,Completed
10318,2026-04-19,C1076,B2C,SK-East,Partner,Executive Chair,Furniture,4.0,12221.0,7293.0,0.0,271.0,Card,Completed
10319,2026-03-24,C1267,B2C,CZ-Central,Sales Rep,Monitor 27,Electronics,4.0,7891.0,5064.0,0.05,521.0,Bank Transfer,Returned
10320,2026-01-12,C1160,B2B,CZ-Central,Partner,Monitor 27,Electronics,4.0,8642.0,5306.0,0.0,384.0,Invoice,Completed
10321,2026-06-14,C1061,B2B,SK-West,Sales Rep,Office Chair,Furniture,2.0,6253.0,3626.0,0.0,500.0,Invoice,Completed
10322,2026-04-30,C1170,,CZ-East,Sales Rep,Laptop Air 13,Electronics,7.0,21419.0,17318.0,0.1,389.0,Invoice,Cancelled
10323,2026-01-22,C1094,B2B,SK-East,Partner,Desk 140,Furniture,5.0,9346.0,6389.0,0.0,295.0,Invoice,Completed
10324,2026-03-04,C1196,B2C,CZ-East,Sales Rep,Monitor 27,Electronics,6.0,7876.0,5347.0,0.1,160.0,Card,Completed
10325,2026-01-29,C1035,B2C,SK-West,Online,Office Chair,Furniture,4.0,5796.0,3927.0,0.0,77.0,Invoice,Returned
10326,2026-05-02,C1067,B2C,SK-East,Partner,Executive Chair,Furniture,7.0,11779.0,8160.0,0.0,156.0,Card,Completed
10327,2026-05-12,C1105,B2C,CZ-West,Sales Rep,Office Chair,Furniture,6.0,5849.0,3863.0,0.2,515.0,Bank Transfer,Completed
10328,2026-02-28,C1006,B2B,CZ-Central,Partner,Laptop Air 13,Electronics,2.0,23240.0,17161.0,0.0,254.0,Card,Returned
10329,2026-01-09,C1008,B2B,SK-East,Partner,Docking Station,Accessories,4.0,3792.0,2712.0,0.05,152.0,Card,Returned
10330,2026-05-09,C1073,B2B,SK-East,Partner,Desk 180,Furniture,1.0,12362.0,8324.0,0.1,444.0,Bank Transfer,Returned
10331,2026-02-16,C1135,B2C,SK-West,Sales Rep,Laptop Air 13,Electronics,7.0,22912.0,17035.0,0.1,286.0,Card,Completed
10332,2026-05-09,C1227,B2B,CZ-Central,Sales Rep,Mouse,Accessories,1.0,1069.0,530.0,0.0,531.0,Invoice,Completed
10333,2026-01-14,C1230,B2B,CZ-Central,Sales Rep,Executive Chair,Furniture,1.0,11908.0,7583.0,0.0,257.0,Invoice,Completed
10334,2026-04-08,C1064,B2B,CZ-East,Online,Webcam,Accessories,5.0,2558.0,1335.0,0.0,284.0,Bank Transfer,Completed
10335,2026-01-27,C1123,B2C,CZ-East,Online,Printer,Office,6.0,6493.0,4539.0,0.0,562.0,Card,Completed
10336,2026-07-13,C1161,B2B,CZ-West,Online,Monitor 34,Electronics,1.0,13371.0,9657.0,0.0,245.0,Card,Completed
10337,2026-04-26,C1098,B2B,CZ-West,Partner,Keyboard,Accessories,3.0,1996.0,920.0,0.35,415.0,Card,Completed
10338,2026-07-05,C1117,B2C,CZ-East,Online,Monitor 27,Electronics,7.0,8812.0,4854.0,0.2,192.0,Invoice,Completed
10339,2026-03-30,C1115,B2C,SK-West,Online,Executive Chair,Furniture,1.0,12296.0,7670.0,0.2,331.0,Invoice,Completed
10340,2026-03-27,C1045,B2C,CZ-West,Sales Rep,Laptop Pro 14,Electronics,7.0,27748.0,20505.0,0.0,233.0,Card,Completed
10341,2026-02-21,C1256,B2C,CZ-West,Online,Printer,Office,2.0,7001.0,4545.0,0.2,311.0,Invoice,Completed
10342,2026-02-05,C1154,B2C,CZ-East,Online,Laptop Pro 14,Electronics,5.0,29997.0,20729.0,0.35,168.0,Invoice,Completed
10343,2026-07-05,C1200,B2C,CZ-West,Online,,Furniture,7.0,11473.0,8659.0,0.0,55.0,Invoice,Cancelled
10344,2026-01-28,C1161,B2C,CZ-West,Partner,Monitor 34,Electronics,6.0,13207.0,9955.0,0.0,445.0,Bank Transfer,Cancelled
10345,2026-02-02,C1233,B2C,CZ-West,Sales Rep,Paper Shredder,Office,1.0,3227.0,1870.0,0.05,206.0,Card,Completed
10346,2026-05-24,C1033,B2B,SK-East,Sales Rep,Monitor 34,Electronics,7.0,13347.0,9540.0,0.0,457.0,Bank Transfer,Completed
10347,2026-03-01,C1172,B2B,SK-East,Partner,Printer,Office,2.0,7323.0,4599.0,0.05,326.0,Bank Transfer,Completed
10348,2026-02-10,C1248,B2B,SK-West,Online,Printer,Office,5.0,6699.0,5055.0,0.15,7.0,Invoice,Completed
10349,2026-01-14,C1072,B2C,SK-West,Partner,Monitor 27,Electronics,6.0,8332.0,5050.0,0.0,142.0,Invoice,Completed
10350,2026-07-11,C1256,B2C,SK-West,Online,Keyboard,Accessories,4.0,1932.0,927.0,0.05,216.0,Bank Transfer,Returned
10351,2026-05-05,C1073,B2C,CZ-West,Online,Desk 140,Furniture,4.0,7956.0,6447.0,0.1,215.0,Card,Returned
10352,2026-02-24,C1262,B2C,SK-West,Partner,Bookshelf,Furniture,3.0,5556.0,3532.0,0.1,379.0,Card,Completed
10353,2026-03-10,C1070,B2B,CZ-Central,Sales Rep,Executive Chair,Furniture,4.0,11666.0,6835.0,0.0,177.0,Card,Completed
10354,2026-06-28,C1111,B2B,CZ-Central,Online,Keyboard,Accessories,7.0,1755.0,979.0,0.1,217.0,Card,Cancelled
10355,2026-05-29,C1185,B2B,SK-East,Partner,Laptop Air 13,Electronics,6.0,21857.0,17074.0,0.05,316.0,Invoice,Completed
10356,2026-03-23,C1236,B2B,CZ-Central,Partner,Docking Station,Accessories,,3861.0,2615.0,0.05,235.0,Bank Transfer,Completed
10357,2026-05-17,C1234,B2C,CZ-Central,Online,Printer,Office,1.0,6353.0,4616.0,0.0,542.0,Bank Transfer,Returned
10358,2026-01-30,C1195,B2B,CZ-West,Partner,Docking Station,Accessories,2.0,4185.0,2958.0,0.0,213.0,Card,Completed
10359,2026-01-04,C1289,B2C,CZ-Central,Online,Keyboard,Accessories,4.0,1978.0,1057.0,0.15,283.0,Bank Transfer,Completed
10360,2026-06-12,C1245,B2C,CZ-East,Online,Desk 140,Furniture,2.0,9295.0,6676.0,0.05,261.0,Invoice,Completed
10361,2026-04-06,C1164,B2C,CZ-West,Online,Docking Station,Accessories,6.0,4295.0,2479.0,0.2,530.0,Card,Completed
10362,2026-05-10,C1211,B2C,CZ-Central,Sales Rep,Mouse,Accessories,2.0,1064.0,535.0,0.0,202.0,Card,Returned
10363,2026-03-11,C1193,B2B,SK-West,Sales Rep,Executive Chair,Furniture,5.0,12679.0,7748.0,0.0,,Bank Transfer,Completed
10364,2026-04-10,C1195,B2B,SK-East,Online,Docking Station,Accessories,5.0,3976.0,2647.0,0.0,268.0,Invoice,Completed
10365,2026-04-06,C1057,B2C,,Online,Bookshelf,Furniture,1.0,5286.0,3374.0,0.0,257.0,Bank Transfer,Completed
10366,2026-04-24,C1168,B2B,CZ-West,Partner,Paper Shredder,Office,1.0,3139.0,1990.0,0.1,666.0,Card,Completed
10367,2026-03-05,C1051,B2B,SK-West,Online,Laptop Pro 14,Electronics,5.0,32501.0,20676.0,0.15,349.0,Invoice,Completed
10368,2026-03-04,C1118,B2B,CZ-East,Online,Printer,Office,2.0,6896.0,4376.0,0.0,467.0,Card,Completed
10369,2026-01-12,C1274,B2B,SK-West,Online,Printer,Office,6.0,7206.0,4482.0,0.2,342.0,Bank Transfer,Completed
10370,2026-02-18,C1197,B2C,CZ-West,Partner,Desk 180,Furniture,1.0,12293.0,9550.0,0.05,506.0,Bank Transfer,Cancelled
10371,2026-05-23,C1012,B2C,,Partner,Office Chair,Furniture,3.0,6491.0,4064.0,0.0,326.0,Card,Returned
10372,2026-06-23,C1043,B2B,CZ-East,Online,Office Chair,Furniture,2.0,6287.0,4090.0,0.1,429.0,Card,Completed
10373,2026-01-06,C1166,B2C,CZ-West,Sales Rep,Desk 140,Furniture,2.0,8233.0,6181.0,0.0,416.0,Card,Completed
10374,2026-04-23,C1254,B2B,CZ-West,Online,Paper Shredder,Office,6.0,3279.0,1845.0,0.05,414.0,Card,Completed
10375,2026-01-23,C1028,B2C,CZ-West,Partner,Monitor 34,Electronics,7.0,14956.0,10218.0,0.1,596.0,Invoice,Completed
10376,2026-05-09,C1010,B2C,CZ-Central,Partner,Mouse,Accessories,1.0,1117.0,512.0,0.0,437.0,Card,Completed
10377,2026-06-19,C1203,B2B,CZ-West,Online,Bookshelf,Furniture,7.0,5741.0,3481.0,0.05,211.0,Bank Transfer,Completed
10378,2026-04-19,C1215,B2B,SK-West,Partner,Laptop Air 13,Electronics,2.0,21832.0,16759.0,0.0,415.0,Invoice,Completed
10379,2026-07-13,C1089,B2C,SK-East,Online,Desk 180,Furniture,6.0,11980.0,9279.0,0.0,457.0,Bank Transfer,Completed
10380,2026-04-18,C1026,B2B,SK-East,Online,Webcam,Accessories,4.0,2426.0,1333.0,0.0,182.0,Card,Completed
10381,2026-01-10,C1023,B2B,CZ-Central,Sales Rep,Monitor 27,Electronics,1.0,7435.0,5050.0,0.0,129.0,Card,Cancelled
10382,2026-03-14,C1207,B2C,CZ-East,Partner,Bookshelf,Furniture,7.0,5561.0,3648.0,0.05,291.0,Bank Transfer,Returned
10383,2026-04-12,C1160,B2B,CZ-Central,Online,Monitor 27,Electronics,3.0,8424.0,5289.0,0.1,387.0,Card,Completed
10384,2026-06-26,C1138,B2B,SK-West,Partner,Monitor 27,Electronics,5.0,7871.0,5346.0,0.0,462.0,Invoice,Completed
10385,2026-04-14,C1146,B2B,CZ-West,Online,Executive Chair,Furniture,2.0,12919.0,7626.0,0.05,62.0,Invoice,Completed
10386,2026-04-04,C1096,B2B,CZ-West,Partner,Keyboard,Accessories,,1970.0,923.0,0.0,531.0,Invoice,Cancelled
10387,2026-04-25,C1184,B2B,CZ-West,Partner,Office Chair,Furniture,6.0,6476.0,4042.0,0.1,476.0,Card,Completed
10388,2026-07-24,C1279,B2B,CZ-West,Partner,Laptop Pro 14,Electronics,4.0,29484.0,20678.0,0.05,442.0,Invoice,Completed
10389,2026-02-16,C1283,B2B,CZ-Central,Sales Rep,Executive Chair,Furniture,1.0,11636.0,7704.0,0.0,550.0,Bank Transfer,Completed
10390,2026-06-19,C1057,B2B,SK-West,Sales Rep,Paper Shredder,Office,3.0,3263.0,2023.0,0.15,375.0,Bank Transfer,Returned
10391,2026-06-17,C1176,B2C,CZ-West,Online,Printer,Office,1.0,6765.0,4667.0,0.0,52.0,Card,Completed
