order_id,order_date,customer_id,customer_type,region,sales_channel,product,category,quantity,unit_price,unit_cost,discount_pct,shipping_cost,payment_method,status,gross_sales,discount_amount,net_sales,total_cost,profit
10145,2026-05-23,C1064,B2B,CZ-West,Sales Rep,Keyboard,Accessories,1.0,1779.0,928.0,0.0,379.0,Invoice,Completed,1779.0,0.0,1779.0,928.0,472.0
10146,2026-03-14,C1125,B2B,SK-East,Partner,Keyboard,Accessories,3.0,1800.0,1069.0,0.0,444.0,Card,Cancelled,5400.0,0.0,5400.0,3207.0,1749.0
10147,2026-01-21,C1032,B2C,SK-West,Online,Desk 180,Furniture,6.0,6971.0,8099.0,0.0,505.0,Invoice,Returned,41826.0,0.0,41826.0,48594.0,-7273.0
10148,2026-01-31,C1025,B2C,SK-East,Partner,Office Chair,Furniture,7.0,5865.0,3982.0,0.0,239.0,Invoice,Completed,41055.0,0.0,41055.0,27874.0,12942.0
10149,2026-07-25,C1149,B2C,CZ-Central,Online,Printer,Office,3.0,6936.0,4761.0,0.05,324.0,Card,Cancelled,20808.0,1040.4,19767.6,14283.0,5160.5999999999985
10150,2026-06-17,C1240,B2C,CZ-Central,Partner,Laptop Air 13,Electronics,7.0,20584.0,17504.0,0.0,466.0,Invoice,Cancelled,144088.0,0.0,144088.0,122528.0,21094.0
10151,2026-03-24,C1098,B2B,CZ-East,Sales Rep,Desk 180,Furniture,6.0,13649.0,9440.0,0.0,362.0,Card,Cancelled,81894.0,0.0,81894.0,56640.0,24892.0
10152,2026-01-15,C1258,B2B,SK-West,Sales Rep,Mouse,Accessories,3.0,1215.0,510.0,0.1,334.0,Invoice,Returned,3645.0,364.5,3280.5,1530.0,1416.5
10153,2026-02-24,C1248,B2C,SK-East,Partner,Office Chair,Furniture,4.0,6446.0,4001.0,0.1,535.0,Bank Transfer,Completed,25784.0,2578.4,23205.6,16004.0,6666.5999999999985
10154,2026-07-13,C1024,B2B,CZ-Central,Partner,Paper Shredder,Office,5.0,3204.0,1854.0,,371.0,Card,Cancelled,16020.0,,,9270.0,
10155,2026-04-15,C1139,B2C,CZ-Central,Partner,Monitor 34,Electronics,2.0,13950.0,9898.0,0.0,317.0,Bank Transfer,Completed,27900.0,0.0,27900.0,19796.0,7787.0
10156,2026-05-22,C1023,B2C,SK-West,Partner,Keyboard,Accessories,2.0,1855.0,897.0,0.05,438.0,Invoice,Completed,3710.0,185.5,3524.5,1794.0,1292.5
10157,2026-05-05,C1263,B2C,SK-East,Partner,Paper Shredder,Office,7.0,2800.0,1947.0,0.05,285.0,Bank Transfer,Cancelled,19600.0,980.0,18620.0,13629.0,4706.0
10158,2026-07-16,C1020,B2B,SK-West,Online,Docking Station,Accessories,3.0,4112.0,2573.0,0.1,225.0,Invoice,Cancelled,12336.0,1233.6000000000001,11102.4,7719.0,3158.3999999999996
10159,2026-01-06,C1156,B2B,CZ-Central,Partner,Laptop Pro 14,Electronics,7.0,26325.0,22419.0,0.0,241.0,Bank Transfer,Completed,184275.0,0.0,184275.0,156933.0,27101.0
10160,2026-05-03,C1147,B2B,CZ-West,Online,Laptop Pro 14,Electronics,4.0,29408.0,20040.0,0.0,424.0,Bank Transfer,Cancelled,117632.0,0.0,117632.0,80160.0,37048.0
10161,2026-03-27,C1242,B2C,SK-West,Sales Rep,Monitor 27,Electronics,2.0,8781.0,5297.0,0.05,700.0,Bank Transfer,Completed,17562.0,878.1,16683.9,10594.0,5389.9000000000015
10162,2026-03-18,C1061,B2C,CZ-East,Online,Docking Station,Accessories,1.0,4067.0,2589.0,0.2,366.0,Bank Transfer,Cancelled,4067.0,813.4000000000001,3253.6,2589.0,298.5999999999999
10163,2026-01-10,C1280,B2C,CZ-East,Online,Mouse,Accessories,3.0,1015.0,527.0,0.15,385.0,Invoice,Cancelled,3045.0,456.75,2588.25,1581.0,622.25
10164,2026-05-29,C1237,B2B,CZ-East,Online,Executive Chair,Furniture,3.0,11630.0,7879.0,0.2,441.0,Card,Cancelled,34890.0,6978.0,27912.0,23637.0,3834.0
10165,2026-01-20,C1260,B2B,SK-East,Sales Rep,Monitor 27,Electronics,5.0,8355.0,4885.0,0.2,377.0,Card,Cancelled,41775.0,8355.0,33420.0,24425.0,8618.0
10166,2026-03-05,C1229,B2B,CZ-East,Sales Rep,Bookshelf,Furniture,4.0,5660.0,3541.0,0.2,492.0,Invoice,Completed,22640.0,4528.0,18112.0,14164.0,3456.0
10167,2026-03-17,C1117,B2B,SK-East,Partner,Keyboard,Accessories,2.0,2042.0,937.0,0.1,192.0,Bank Transfer,Completed,4084.0,408.40000000000003,3675.6,1874.0,1609.6
10168,2026-03-08,C1199,B2C,SK-East,Partner,Laptop Pro 14,Electronics,2.0,25655.0,22994.0,0.0,294.0,Card,Completed,51310.0,0.0,51310.0,45988.0,5028.0
10169,2026-01-11,C1046,B2B,CZ-East,Sales Rep,Executive Chair,Furniture,3.0,11549.0,7423.0,0.05,356.0,Bank Transfer,Returned,34647.0,1732.3500000000001,32914.65,22269.0,10289.650000000001
10170,2026-04-17,C1033,B2B,CZ-East,Online,Monitor 34,Electronics,6.0,15760.0,9185.0,0.2,512.0,Bank Transfer,Completed,94560.0,18912.0,75648.0,55110.0,20026.0
10171,2026-07-18,C1113,B2B,SK-West,Online,Desk 140,Furniture,6.0,8784.0,6049.0,0.0,516.0,Invoice,Completed,52704.0,0.0,52704.0,36294.0,15894.0
10172,2026-06-19,C1246,B2B,CZ-East,Sales Rep,Docking Station,Accessories,2.0,4365.0,2781.0,0.2,190.0,Bank Transfer,Completed,8730.0,1746.0,6984.0,5562.0,1232.0
10173,2026-04-17,C1131,B2C,CZ-West,Partner,Laptop Pro 14,Electronics,7.0,23775.0,20332.0,0.0,227.0,Bank Transfer,Completed,166425.0,0.0,166425.0,142324.0,23874.0
10174,2026-06-01,C1084,B2B,SK-West,Online,Monitor 34,Electronics,5.0,14142.0,10712.0,0.0,277.0,Invoice,Returned,70710.0,0.0,70710.0,53560.0,16873.0
10175,2026-05-17,C1234,B2B,CZ-Central,Sales Rep,Desk 180,Furniture,6.0,14036.0,8859.0,0.15,333.0,Bank Transfer,Returned,84216.0,12632.4,71583.6,53154.0,18096.600000000006
10176,2026-07-15,C1013,B2C,CZ-East,Sales Rep,Desk 180,Furniture,7.0,12239.0,9064.0,0.1,326.0,Bank Transfer,Completed,85673.0,8567.300000000001,77105.7,63448.0,13331.699999999997
10177,2026-06-06,C1039,B2C,CZ-Central,Sales Rep,Executive Chair,Furniture,3.0,12703.0,7596.0,0.1,293.0,Card,Completed,38109.0,3810.9,34298.1,22788.0,11217.099999999999
10178,2026-06-18,C1218,B2C,CZ-West,Partner,Webcam,Accessories,2.0,2646.0,1323.0,0.05,336.0,Invoice,Completed,5292.0,264.6,5027.4,2646.0,2045.3999999999996
10179,2026-03-17,C1143,B2C,CZ-East,Partner,Bookshelf,Furniture,6.0,5710.0,3525.0,0.0,317.0,Invoice,Completed,34260.0,0.0,34260.0,21150.0,12793.0
10180,2026-03-30,C1131,B2C,CZ-Central,Online,Laptop Air 13,Electronics,4.0,22324.0,15646.0,0.1,155.0,Bank Transfer,Completed,89296.0,8929.6,80366.4,62584.0,17627.399999999994
10181,2026-02-07,C1140,B2B,CZ-Central,Sales Rep,Monitor 27,Electronics,2.0,8136.0,4762.0,0.1,600.0,Unknown,Completed,16272.0,1627.2,14644.8,9524.0,4520.799999999999
10182,2026-05-28,C1109,B2B,SK-West,Sales Rep,Docking Station,Accessories,3.0,3697.0,2518.0,0.1,220.0,Card,Cancelled,11091.0,1109.1000000000001,9981.9,7554.0,2207.8999999999996
10183,2026-07-29,C1184,B2C,CZ-West,Partner,Desk 140,Furniture,4.0,8775.0,6054.0,0.1,471.0,Card,Completed,35100.0,3510.0,31590.0,24216.0,6903.0
10184,2026-04-09,C1296,B2B,SK-West,Online,Office Chair,Furniture,4.0,6407.0,3948.0,0.05,157.0,Card,Returned,25628.0,1281.4,24346.6,15792.0,8397.599999999999
10185,2026-06-28,C1298,B2C,CZ-Central,Partner,Laptop Air 13,Electronics,6.0,23893.0,16229.0,0.0,353.0,Bank Transfer,Completed,143358.0,0.0,143358.0,97374.0,45631.0
10186,2026-04-01,C1224,B2B,SK-West,Partner,Webcam,Accessories,3.0,2284.0,1329.0,0.0,101.0,Invoice,Completed,6852.0,0.0,6852.0,3987.0,2764.0
10187,2026-06-25,C1204,B2C,SK-East,Partner,Laptop Pro 14,Electronics,1.0,27637.0,22060.0,0.1,300.0,Card,Completed,27637.0,2763.7000000000003,24873.3,22060.0,2513.2999999999993
10189,2026-06-12,C1231,B2C,CZ-East,Sales Rep,Bookshelf,Furniture,5.0,5596.0,3296.0,0.0,324.0,Invoice,Cancelled,27980.0,0.0,27980.0,16480.0,11176.0
10190,2026-02-13,C1101,B2C,Unknown,Sales Rep,Laptop Pro 14,Electronics,2.0,28635.0,21871.0,0.0,303.0,Card,Completed,57270.0,0.0,57270.0,43742.0,13225.0
10191,2026-02-11,C1123,B2B,SK-East,Online,Monitor 27,Electronics,,7243.0,4907.0,0.05,218.0,Bank Transfer,Completed,,,,,
10192,2026-02-21,C1124,B2B,CZ-West,Online,Docking Station,Accessories,7.0,4598.0,2585.0,0.1,479.0,Card,Completed,32186.0,3218.6000000000004,28967.4,18095.0,10393.400000000001
10193,2026-04-08,C1086,B2C,CZ-Central,Online,Docking Station,Accessories,2.0,4249.0,2676.0,0.1,360.0,Card,Completed,8498.0,849.8000000000001,7648.2,5352.0,1936.1999999999998
10194,2026-01-05,C1076,B2B,CZ-West,Online,Monitor 27,Electronics,7.0,8152.0,5806.0,0.15,365.0,Invoice,Completed,57064.0,8559.6,48504.4,40642.0,7497.4000000000015
10195,2026-06-14,C1063,B2C,CZ-West,Partner,Docking Station,Accessories,2.0,4248.0,2822.0,0.15,543.0,Invoice,Completed,8496.0,1274.3999999999999,7221.6,5644.0,1034.6000000000004
10196,2026-01-21,C1031,B2C,SK-East,Sales Rep,Keyboard,Accessories,5.0,1917.0,979.0,,472.0,Card,Cancelled,9585.0,,,4895.0,
10197,2026-04-21,C1223,B2B,CZ-East,Partner,Monitor 27,Electronics,7.0,8138.0,4698.0,0.0,111.0,Bank Transfer,Completed,56966.0,0.0,56966.0,32886.0,23969.0
10198,2026-06-30,C1086,B2C,CZ-Central,Sales Rep,Executive Chair,Furniture,3.0,11404.0,7446.0,0.0,395.0,Invoice,Completed,34212.0,0.0,34212.0,22338.0,11479.0
10199,2026-06-16,C1288,B2B,SK-West,Sales Rep,Mouse,Accessories,4.0,1150.0,523.0,0.2,166.0,Bank Transfer,Completed,4600.0,920.0,3680.0,2092.0,1422.0
10200,2026-02-16,C1180,B2B,SK-West,Partner,Webcam,Accessories,1.0,2432.0,1300.0,0.0,222.0,Bank Transfer,Cancelled,2432.0,0.0,2432.0,1300.0,910.0
10201,2026-03-05,C1231,B2C,CZ-West,Sales Rep,Bookshelf,Furniture,2.0,5057.0,3638.0,0.05,218.0,Card,Cancelled,10114.0,505.70000000000005,9608.3,7276.0,2114.2999999999993
10202,2026-03-09,C1225,B2B,SK-East,Sales Rep,Desk 180,Furniture,4.0,13851.0,8672.0,0.0,245.0,Bank Transfer,Cancelled,55404.0,0.0,55404.0,34688.0,20471.0
10203,2026-01-11,C1224,B2B,CZ-Central,Sales Rep,Paper Shredder,Office,3.0,3170.0,1795.0,0.1,345.0,Bank Transfer,Completed,9510.0,951.0,8559.0,5385.0,2829.0
10204,2026-06-17,C1032,B2C,CZ-Central,Partner,Bookshelf,Furniture,2.0,5016.0,3529.0,0.2,251.0,Invoice,Completed,10032.0,2006.4,8025.6,7058.0,716.6000000000004
10205,2026-04-10,C1134,B2B,CZ-Central,Partner,Laptop Air 13,Electronics,1.0,22241.0,17072.0,0.15,239.0,Bank Transfer,Completed,22241.0,3336.15,18904.85,17072.0,1593.8499999999985
10206,2026-02-25,C1087,B2B,Unknown,Online,Monitor 27,Electronics,7.0,7960.0,5079.0,0.0,405.0,Card,Completed,55720.0,0.0,55720.0,35553.0,19762.0
10207,2026-01-15,C1296,B2B,SK-West,Online,Mouse,Accessories,1.0,1174.0,522.0,0.15,246.0,Bank Transfer,Completed,1174.0,176.1,997.9,522.0,229.89999999999998
10208,2026-03-06,C1050,B2B,CZ-West,Online,Paper Shredder,Office,5.0,3159.0,1790.0,0.0,448.0,Bank Transfer,Returned,15795.0,0.0,15795.0,8950.0,6397.0
10209,2026-02-24,C1046,B2C,SK-East,Partner,Bookshelf,Furniture,3.0,6096.0,3571.0,0.0,414.0,Card,Cancelled,18288.0,0.0,18288.0,10713.0,7161.0
10210,2026-02-13,C1295,B2C,CZ-Central,Online,Bookshelf,Furniture,3.0,5900.0,3392.0,0.15,228.0,Bank Transfer,Completed,17700.0,2655.0,15045.0,10176.0,4641.0
10211,2026-05-11,C1183,Unknown,SK-West,Sales Rep,Keyboard,Accessories,4.0,1782.0,983.0,0.1,211.0,Card,Returned,7128.0,712.8000000000001,6415.2,3932.0,2272.2
10212,2026-01-11,C1231,B2B,SK-East,Partner,Docking Station,Accessories,3.0,3893.0,2791.0,0.0,713.0,Bank Transfer,Completed,11679.0,0.0,11679.0,8373.0,2593.0
10213,2026-06-09,C1141,B2C,CZ-East,Sales Rep,Laptop Pro 14,Electronics,7.0,31858.0,22358.0,0.15,131.0,Bank Transfer,Cancelled,223006.0,33450.9,189555.1,156506.0,32918.100000000006
10214,2026-01-26,C1167,B2B,SK-East,Partner,Bookshelf,Furniture,1.0,5632.0,3159.0,0.15,416.0,Bank Transfer,Completed,5632.0,844.8,4787.2,3159.0,1212.1999999999998
10215,2026-02-07,C1065,B2C,SK-West,Partner,Executive Chair,Furniture,3.0,10716.0,7598.0,0.0,278.0,Card,Completed,32148.0,0.0,32148.0,22794.0,9076.0
10216,2026-07-24,C1118,B2C,CZ-Central,Sales Rep,Executive Chair,Furniture,2.0,11498.0,7465.0,0.05,382.0,Card,Returned,22996.0,1149.8,21846.2,14930.0,6534.200000000001
10217,2026-02-18,C1271,B2C,CZ-Central,Partner,Monitor 27,Electronics,2.0,7900.0,5208.0,0.15,47.0,Card,Completed,15800.0,2370.0,13430.0,10416.0,2967.0
10218,2026-05-24,C1102,B2C,SK-West,Partner,Monitor 34,Electronics,2.0,13515.0,10060.0,0.2,388.0,Bank Transfer,Cancelled,27030.0,5406.0,21624.0,20120.0,1116.0
10219,2026-02-12,C1158,B2B,SK-East,Partner,Keyboard,Accessories,3.0,1800.0,1006.0,0.0,538.0,Invoice,Completed,5400.0,0.0,5400.0,3018.0,1844.0
10220,2026-07-21,C1172,B2C,CZ-East,Sales Rep,Bookshelf,Furniture,2.0,5225.0,3558.0,0.05,332.0,Invoice,Returned,10450.0,522.5,9927.5,7116.0,2479.5
10221,2026-03-12,C1099,B2B,CZ-Central,Online,Printer,Office,3.0,6905.0,4865.0,0.15,137.0,Invoice,Cancelled,20715.0,3107.25,17607.75,14595.0,2875.75
10222,2026-02-07,C1206,B2B,CZ-West,Online,Executive Chair,Furniture,1.0,12372.0,7405.0,0.05,278.0,Invoice,Completed,12372.0,618.6,11753.4,7405.0,4070.3999999999996
10223,2026-01-05,C1254,Unknown,CZ-West,Sales Rep,Printer,Office,1.0,7063.0,4437.0,0.0,168.0,Invoice,Completed,7063.0,0.0,7063.0,4437.0,2458.0
10224,2026-01-27,C1269,B2B,SK-East,Sales Rep,Paper Shredder,Office,1.0,3160.0,1952.0,0.05,353.0,Card,Returned,3160.0,158.0,3002.0,1952.0,697.0
10225,2026-05-06,C1285,B2C,CZ-Central,Partner,Monitor 27,Electronics,7.0,7033.0,5352.0,0.0,520.0,Card,Completed,49231.0,0.0,49231.0,37464.0,11247.0
10226,2026-04-12,C1189,B2C,CZ-East,Partner,Mouse,Accessories,5.0,1107.0,478.0,0.05,171.0,Card,Returned,5535.0,276.75,5258.25,2390.0,2697.25
10227,2026-01-22,C1142,B2C,CZ-East,Online,Laptop Pro 14,Electronics,7.0,26929.0,19554.0,0.0,239.0,Bank Transfer,Completed,188503.0,0.0,188503.0,136878.0,51386.0
10228,2026-01-30,C1091,B2C,CZ-East,Partner,Monitor 27,Electronics,6.0,7637.0,5423.0,0.15,302.0,Bank Transfer,Completed,45822.0,6873.3,38948.7,32538.0,6108.699999999997
10229,2026-06-10,C1291,B2B,SK-East,Online,Paper Shredder,Office,6.0,3284.0,1841.0,0.05,397.0,Bank Transfer,Cancelled,19704.0,985.2,18718.8,11046.0,7275.799999999999
10230,2026-04-12,C1210,B2C,CZ-West,Partner,Desk 140,Furniture,3.0,9448.0,6023.0,0.1,167.0,Bank Transfer,Completed,28344.0,2834.4,25509.6,18069.0,7273.5999999999985
10231,2026-04-18,C1093,B2B,CZ-Central,Partner,Desk 180,Furniture,4.0,12449.0,8538.0,0.0,423.0,Bank Transfer,Completed,49796.0,0.0,49796.0,34152.0,15221.0
10232,2026-04-20,C1235,B2B,CZ-East,Sales Rep,Webcam,Accessories,6.0,2206.0,1383.0,0.0,157.0,Bank Transfer,Cancelled,13236.0,0.0,13236.0,8298.0,4781.0
10233,2026-02-24,C1207,B2C,CZ-Central,Online,Laptop Air 13,Electronics,1.0,19035.0,16151.0,0.0,215.0,Card,Completed,19035.0,0.0,19035.0,16151.0,2669.0
10234,2026-06-08,C1095,B2C,CZ-West,Sales Rep,Office Chair,Furniture,6.0,6291.0,3623.0,0.15,350.0,Invoice,Cancelled,37746.0,5661.9,32084.1,21738.0,9996.099999999999
10235,2026-05-17,C1034,B2B,SK-West,Online,Monitor 34,Electronics,2.0,14037.0,9549.0,0.0,287.0,Card,Completed,28074.0,0.0,28074.0,19098.0,8689.0
10236,2026-04-06,C1127,B2B,SK-West,Sales Rep,Keyboard,Accessories,1.0,1851.0,1011.0,0.05,277.0,Card,Completed,1851.0,92.55000000000001,1758.45,1011.0,470.45000000000005
10237,2026-05-17,C1032,B2C,SK-East,Online,Keyboard,Accessories,6.0,1925.0,1042.0,0.0,344.0,Bank Transfer,Cancelled,11550.0,0.0,11550.0,6252.0,4954.0
10238,2026-02-13,C1221,B2B,CZ-West,Partner,Office Chair,Furniture,5.0,6092.0,3931.0,0.0,207.0,Invoice,Cancelled,30460.0,0.0,30460.0,19655.0,10598.0
10239,2026-01-05,C1180,B2B,SK-East,Partner,Keyboard,Accessories,7.0,1910.0,995.0,0.1,307.0,Invoice,Returned,13370.0,1337.0,12033.0,6965.0,4761.0
10240,2026-03-18,C1057,B2B,CZ-West,Sales Rep,Laptop Pro 14,Electronics,4.0,29653.0,21616.0,0.0,477.0,Card,Cancelled,118612.0,0.0,118612.0,86464.0,31671.0
10241,2026-03-10,C1143,B2C,CZ-East,Online,Office Chair,Furniture,1.0,6861.0,4003.0,0.0,342.0,Card,Completed,6861.0,0.0,6861.0,4003.0,2516.0
10242,2026-01-02,C1217,B2C,CZ-West,Sales Rep,Docking Station,Accessories,7.0,4204.0,2615.0,0.0,310.0,Card,Completed,29428.0,0.0,29428.0,18305.0,10813.0
10243,2026-06-29,C1116,B2B,CZ-West,Sales Rep,Docking Station,Accessories,7.0,4080.0,2841.0,0.0,412.0,Bank Transfer,Completed,28560.0,0.0,28560.0,19887.0,8261.0
10244,2026-05-31,C1120,B2B,CZ-Central,Partner,Monitor 34,Electronics,5.0,14731.0,9410.0,0.0,449.0,Bank Transfer,Completed,73655.0,0.0,73655.0,47050.0,26156.0
10245,2026-03-17,C1255,B2C,CZ-West,Sales Rep,Desk 140,Furniture,1.0,9253.0,6221.0,0.15,163.0,Bank Transfer,Completed,9253.0,1387.95,7865.05,6221.0,1481.0500000000002
10246,2026-07-20,C1045,B2C,CZ-East,Partner,Laptop Air 13,Electronics,2.0,22382.0,16783.0,0.2,67.0,Invoice,Cancelled,44764.0,8952.800000000001,35811.2,33566.0,2178.199999999997
10247,2026-03-13,C1048,B2B,CZ-West,Online,Office Chair,Furniture,4.0,6341.0,3852.0,0.0,455.0,Invoice,Completed,25364.0,0.0,25364.0,15408.0,9501.0
10248,2026-02-24,C1081,B2B,SK-East,Sales Rep,Monitor 34,Electronics,1.0,12727.0,9025.0,0.0,328.0,Bank Transfer,Completed,12727.0,0.0,12727.0,9025.0,3374.0
10249,2026-03-13,C1098,B2C,SK-East,Sales Rep,Webcam,Accessories,3.0,2459.0,1320.0,0.0,342.0,Invoice,Completed,7377.0,0.0,7377.0,3960.0,3075.0
10250,2026-06-17,C1143,B2C,CZ-West,Sales Rep,Office Chair,Furniture,4.0,5966.0,3973.0,0.1,408.0,Card,Returned,23864.0,2386.4,21477.6,15892.0,5177.5999999999985
10251,2026-06-19,C1092,B2B,CZ-West,Online,Desk 180,Furniture,6.0,12277.0,8256.0,0.2,356.0,Bank Transfer,Completed,73662.0,14732.400000000001,58929.6,49536.0,9037.599999999999
10252,2026-05-21,C1225,B2B,SK-East,Sales Rep,Laptop Pro 14,Electronics,6.0,28012.0,22599.0,0.15,208.0,Invoice,Completed,168072.0,25210.8,142861.2,135594.0,7059.200000000012
10253,2026-04-05,C1079,B2C,SK-East,Partner,Desk 140,Furniture,4.0,9161.0,6037.0,0.15,,Bank Transfer,Returned,36644.0,5496.599999999999,31147.4,24148.0,
10254,2026-06-05,C1230,B2B,SK-West,Sales Rep,Keyboard,Accessories,4.0,1808.0,983.0,0.05,347.0,Bank Transfer,Completed,7232.0,361.6,6870.4,3932.0,2591.3999999999996
10255,2026-06-23,C1077,B2B,CZ-West,Partner,Office Chair,Furniture,7.0,7070.0,3841.0,0.2,208.0,Bank Transfer,Completed,49490.0,9898.0,39592.0,26887.0,12497.0
10256,2026-02-17,C1105,B2C,CZ-Central,Partner,Monitor 27,Electronics,6.0,8497.0,5180.0,0.15,699.0,Card,Completed,50982.0,7647.299999999999,43334.7,31080.0,11555.699999999997
10257,2026-05-06,C1244,B2B,CZ-West,Sales Rep,Mouse,Accessories,2.0,1076.0,523.0,0.0,422.0,Invoice,Completed,2152.0,0.0,2152.0,1046.0,684.0
10258,2026-02-24,C1141,B2B,SK-West,Online,Paper Shredder,Office,2.0,3264.0,1838.0,0.1,216.0,Invoice,Cancelled,6528.0,652.8000000000001,5875.2,3676.0,1983.1999999999998
10259,2026-04-06,C1261,B2C,SK-East,Sales Rep,Bookshelf,Furniture,3.0,5813.0,3585.0,0.0,714.0,Invoice,Completed,17439.0,0.0,17439.0,10755.0,5970.0
10260,2026-03-10,C1257,B2B,CZ-East,Partner,Keyboard,Accessories,3.0,1777.0,968.0,0.0,367.0,Bank Transfer,Completed,5331.0,0.0,5331.0,2904.0,2060.0
10261,2026-01-09,C1196,B2C,SK-West,Sales Rep,Executive Chair,Furniture,1.0,13414.0,7671.0,0.0,180.0,Invoice,Completed,13414.0,0.0,13414.0,7671.0,5563.0
10262,2026-06-28,C1140,B2B,CZ-East,Online,Monitor 27,Electronics,3.0,8853.0,5314.0,0.0,190.0,Bank Transfer,Completed,26559.0,0.0,26559.0,15942.0,10427.0
10263,2026-02-11,C1078,B2C,SK-West,Online,Monitor 27,Electronics,5.0,7907.0,5155.0,0.0,244.0,Bank Transfer,Completed,39535.0,0.0,39535.0,25775.0,13516.0
10264,2026-02-25,C1213,B2B,SK-East,Partner,Executive Chair,Furniture,7.0,11690.0,7461.0,0.1,406.0,Bank Transfer,Cancelled,81830.0,8183.0,73647.0,52227.0,21014.0
10265,2026-04-07,C1027,B2B,SK-West,Partner,Printer,Office,1.0,6541.0,4703.0,0.1,306.0,Invoice,Completed,6541.0,654.1,5886.9,4703.0,877.8999999999996
10267,2026-05-17,C1126,B2C,Unknown,Sales Rep,Bookshelf,Furniture,4.0,5238.0,3320.0,0.1,191.0,Invoice,Returned,20952.0,2095.2000000000003,18856.8,13280.0,5385.799999999999
10268,2026-01-18,C1064,B2B,SK-West,Online,Bookshelf,Furniture,2.0,5498.0,3672.0,0.1,125.0,Invoice,Completed,10996.0,1099.6000000000001,9896.4,7344.0,2427.3999999999996
10269,2026-06-02,C1012,B2B,CZ-East,Online,Laptop Air 13,Electronics,5.0,21828.0,17165.0,0.35,308.0,Bank Transfer,Cancelled,109140.0,38199.0,70941.0,85825.0,-15192.0
10270,2026-01-20,C1185,B2C,SK-East,Online,Docking Station,Accessories,3.0,4284.0,2727.0,0.05,397.0,Bank Transfer,Completed,12852.0,642.6,12209.4,8181.0,3631.3999999999996
10271,2026-02-07,C1105,B2C,SK-East,Partner,Laptop Pro 14,Electronics,6.0,30269.0,21921.0,0.1,62.0,Card,Cancelled,181614.0,18161.4,163452.6,131526.0,31864.600000000006
10272,2026-01-06,C1036,B2B,CZ-West,Sales Rep,Laptop Air 13,Electronics,3.0,23094.0,16483.0,0.2,141.0,Bank Transfer,Completed,69282.0,13856.400000000001,55425.6,49449.0,5835.5999999999985
10273,2026-05-02,C1113,B2B,SK-East,Partner,Printer,Office,2.0,7357.0,4752.0,,371.0,Bank Transfer,Completed,14714.0,,,9504.0,
10274,2026-05-18,C1002,B2C,CZ-West,Online,Executive Chair,Furniture,1.0,12219.0,7947.0,,260.0,Invoice,Cancelled,12219.0,,,7947.0,
10275,2026-06-25,C1026,B2B,CZ-East,Partner,Desk 180,Furniture,1.0,12663.0,8725.0,0.15,0.0,Bank Transfer,Completed,12663.0,1899.4499999999998,10763.55,8725.0,2038.5499999999993
10276,2026-07-06,C1283,B2B,CZ-Central,Sales Rep,Bookshelf,Furniture,4.0,5604.0,3681.0,0.0,436.0,Card,Cancelled,22416.0,0.0,22416.0,14724.0,7256.0
10277,2026-05-20,C1205,B2B,Unknown,Sales Rep,Laptop Air 13,Electronics,7.0,21521.0,16666.0,0.0,282.0,Card,Returned,150647.0,0.0,150647.0,116662.0,33703.0
10278,2026-06-10,C1172,B2B,CZ-East,Partner,Keyboard,Accessories,,1628.0,1000.0,0.15,526.0,Invoice,Cancelled,,,,,
10279,2026-02-19,C1045,B2B,CZ-West,Sales Rep,Laptop Air 13,Electronics,4.0,21856.0,16078.0,0.1,707.0,Invoice,Completed,87424.0,8742.4,78681.6,64312.0,13662.600000000006
10280,2026-06-28,C1059,B2C,SK-East,Online,Laptop Air 13,Electronics,5.0,21650.0,15052.0,0.0,434.0,Unknown,Completed,108250.0,0.0,108250.0,75260.0,32556.0
10281,2026-01-27,C1166,B2B,SK-East,Online,Office Chair,Furniture,3.0,6442.0,3997.0,0.1,348.0,Card,Completed,19326.0,1932.6000000000001,17393.4,11991.0,5054.4000000000015
10282,2026-06-06,C1149,B2B,CZ-West,Sales Rep,Executive Chair,Furniture,3.0,12763.0,8078.0,0.1,180.0,Invoice,Completed,38289.0,3828.9,34460.1,24234.0,10046.099999999999
10283,2026-01-23,C1071,B2B,CZ-West,Partner,Mouse,Accessories,3.0,1074.0,502.0,0.2,166.0,Invoice,Cancelled,3222.0,644.4000000000001,2577.6,1506.0,905.5999999999999
10284,2026-02-02,C1078,B2C,CZ-West,Partner,Laptop Air 13,Electronics,7.0,18695.0,16731.0,0.1,326.0,Invoice,Returned,130865.0,13086.5,117778.5,117117.0,335.5
10285,2026-05-04,C1096,B2B,CZ-East,Partner,Paper Shredder,Office,4.0,6971.0,1853.0,0.05,414.0,Invoice,Completed,27884.0,1394.2,26489.8,7412.0,18663.8
10286,2026-04-15,C1017,B2B,CZ-East,Sales Rep,Webcam,Accessories,2.0,2161.0,1316.0,0.05,158.0,Invoice,Completed,4322.0,216.10000000000002,4105.9,2632.0,1315.8999999999996
10287,2026-05-03,C1197,B2C,Unknown,Online,Bookshelf,Furniture,3.0,5929.0,3539.0,0.1,199.0,Card,Cancelled,17787.0,1778.7,16008.3,10617.0,5192.299999999999
10288,2026-07-25,C1004,B2C,SK-East,Partner,Office Chair,Furniture,7.0,6001.0,3759.0,0.05,82.0,Bank Transfer,Completed,42007.0,2100.35,39906.65,26313.0,13511.650000000001
